symbol_clean,classification,trades,unique_accounts,unique_symbols,total_pnl,avg_pnl,median_pnl,win_rate,total_volume_usd,avg_size_usd,avg_leverage,total_fee
POPCAT,Neutral,56,1,1,341.877629,6.104957660714286,0.0,37.5,32267.55,576.20625,,11.293622
ZRO,Extreme Greed,7,1,1,341.7053,48.81504285714286,39.2104,85.71428571428571,1341.31,191.6157142857143,,0.200378
USTC,Extreme Greed,4,1,1,333.339015,83.33475375,36.8608245,50.0,2185.84,546.46,,0.546456
UNIBOT,Extreme Greed,4,1,1,325.055769,81.26394225,19.8200225,50.0,2333.2599999999998,583.3149999999999,,0.583313
LINK,Greed,142,3,1,309.161454,2.177193338028169,0.0,41.54929577464789,281402.76,1981.7095774647887,,71.451742
KPEPE,Neutral,42,2,1,303.75797900000003,7.232332833333334,0.0,45.23809523809524,26186.36,623.484761904762,,8.332707
IO,Fear,58,2,1,294.471369,5.077092568965517,0.0,44.827586206896555,18523.16,319.3648275862069,,6.367801
UNI,Fear,50,2,1,291.051262,5.82102524,0.0,22.0,36395.72,727.9144,,12.298292
@37,Greed,10,3,1,288.682161,28.8682161,0.0,40.0,1805.04,180.504,,26.027346
SHIA,Extreme Greed,5,1,1,273.568643,54.7137286,5.76534,60.0,1279.06,255.81199999999998,,0.31976
KBONK,Neutral,136,1,1,258.211307,1.898612551470588,0.011558,50.73529411764706,107448.6,790.0632352941177,,27.886006
APT,Greed,40,1,1,245.44495999999998,6.136124,0.0,12.5,65397.99,1634.94975,,14.745217
AAVE,Neutral,109,1,1,226.464568,2.0776565871559636,0.0,38.53211009174312,74599.08,684.3952293577981,,26.109631
LOOM,Extreme Greed,5,1,1,215.057055,43.011410999999995,0.0,40.0,1715.72,343.144,,0.525466
FET,Extreme Greed,47,1,1,212.1121,4.5130234042553194,0.0,44.680851063829785,105309.69,2240.6317021276595,,17.408748
ETC,Extreme Greed,5,1,1,205.04848,41.009696000000005,38.32488,60.0,1928.3799999999999,385.676,,0.482094
AR,Extreme Greed,13,1,1,203.38219999999998,15.644784615384614,14.89132,84.61538461538461,10309.88,793.0676923076923,,0.557876
FXS,Fear,42,1,1,200.253738,4.767946142857143,0.0,40.476190476190474,18294.43,435.58166666666665,,5.007045
GOAT,Fear,14,2,1,198.87064,14.205045714285715,0.0,35.714285714285715,5678.13,405.5807142857143,,1.9600170000000001
MINA,Extreme Greed,8,1,1,198.7045,24.8380625,12.5314,87.5,12246.55,1530.81875,,0.21217700000000003
CYBER,Extreme Greed,2,1,1,191.5296,95.7648,95.7648,50.0,1191.71,595.855,,0.297926
ARB,Greed,32,4,1,181.202182,5.6625681875,0.0,40.625,120601.42,3768.794375,,28.997678
STG,Extreme Greed,7,1,1,179.54376000000002,25.649108571428574,6.52026,71.42857142857143,10728.33,1532.6185714285714,,-0.214564
LTC,Greed,87,1,1,178.719491,2.054247022988506,0.070213,51.724137931034484,7585.8,87.19310344827586,,2.654993
HBAR,Fear,68,3,1,171.002503,2.5147426911764703,0.600732,51.470588235294116,21010.27,308.97455882352943,,7.164962
@8,Neutral,217,2,1,163.30807900000002,0.7525717926267282,0.0,4.6082949308755765,35161.25,162.03341013824885,,309.350065
REZ,Fear,28,2,1,163.08528,5.824474285714286,0.000118,50.0,12262.95,437.96250000000003,,3.892454
RSR,Fear,26,1,1,160.127816,6.158762153846154,1.1382255000000001,73.07692307692307,19222.63,739.3319230769231,,6.237669
W,Fear,20,2,1,150.367467,7.51837335,1.943325,70.0,7736.28,386.81399999999996,,2.371448
INJ,Greed,82,1,1,135.723398,1.6551633902439025,0.42998749999999997,58.536585365853654,7092.83,86.4979268292683,,2.482441
LDO,Fear,38,2,1,131.176151,3.4520039736842105,0.0,34.21052631578947,15190.64,399.7536842105263,,5.267803
LINK,Neutral,9,1,1,127.77326,14.197028888888887,0.0,44.44444444444444,50167.37,5574.152222222223,,17.558577
PENGU,Greed,67,2,1,126.532973,1.8885518358208955,0.0,38.80597014925373,19922.27,297.34731343283585,,5.832074
BLUR,Greed,6,1,1,126.443496,21.073916,18.52448,50.0,50129.39,8354.898333333333,,12.532345
DYDX,Fear,116,2,1,125.19375099999999,1.079256474137931,0.0,9.482758620689655,366795.46,3162.029827586207,,123.362563
TIA,Neutral,30,1,1,122.398993,4.079966433333333,0.0,30.0,18166.64,605.5546666666667,,6.081073
MKR,Fear,75,2,1,121.799513,1.6239935066666666,0.0,40.0,20802.95,277.3726666666667,,4.200859
GMT,Extreme Greed,2,1,1,121.08594,60.54297,60.54297,50.0,1121.19,560.595,,0.280297
RUNE,Greed,31,1,1,115.828263,3.7363955806451616,0.0,29.03225806451613,82554.75,2663.0564516129034,,20.638676
PYTH,Extreme Greed,6,1,1,111.878376,18.646396,2.0163,50.0,14883.130000000001,2480.521666666667,,5.209091
DYM,Extreme Greed,13,1,1,104.35005000000001,8.026926923076925,0.0,23.076923076923077,13895.39,1068.8761538461538,,1.5838839999999998
LDO,Greed,52,3,1,102.090609,1.9632809423076922,0.0423065,50.0,11614.55,223.35673076923075,,3.679968
ZK,Greed,56,1,1,99.656693,1.7795838035714286,0.320021,53.57142857142857,3515.14,62.770357142857144,,1.230279
ORDI,Neutral,39,1,1,99.593622,2.5536826153846155,0.0,48.717948717948715,19765.6,506.8102564102564,,6.751743
STX,Greed,33,1,1,99.274662,3.0083230909090912,0.0,42.42424242424242,19167.07,580.820303030303,,6.440105
BLUR,Neutral,24,1,1,98.921512,4.121729666666667,3.304596,100.0,12095.06,503.9608333333333,,2.28954
BABY,Fear,3,1,1,98.7298,32.909933333333335,0.00676,66.66666666666666,3903.33,1301.11,,0.854964
DOT,Fear,27,3,1,97.641804,3.6163631111111108,0.029141,51.85185185185185,149343.89,5531.255185185186,,39.896409999999996
DOT,Greed,47,1,1,95.846089,2.039278489361702,0.7185,61.702127659574465,4640.7,98.73829787234042,,1.495489
GALA,Fear,21,1,1,95.008145,4.524197380952381,0.0,23.809523809523807,4178.66,198.98380952380953,,1.462524
AI,Fear,51,3,1,94.826156,1.8593363921568626,0.01018,54.90196078431373,16491.09,323.35470588235296,,5.126133
BADGER,Greed,95,1,1,92.711006,0.9759053263157894,0.0,29.47368421052631,43185.87,454.5881052631579,,12.662909
MANTA,Greed,86,1,1,91.342016,1.062116465116279,0.0,43.02325581395349,5795.3,67.38720930232559,,2.02831
ATOM,Greed,77,1,1,88.081144,1.143910961038961,0.0,44.15584415584416,7222.09,93.79337662337663,,2.527685
SUSHI,Extreme Greed,7,1,1,82.05869199999998,11.722670285714283,0.0,14.285714285714285,9520.5,1360.0714285714287,,2.380123
STRK,Greed,27,1,1,79.041422,2.927460074074074,1.669064,66.66666666666666,2240.34,82.97555555555556,,0.784114
BIO,Fear,19,1,1,78.286164,4.120324421052632,0.578704,57.89473684210527,1755.07,92.37210526315789,,0.614266
RLB,Extreme Greed,4,1,1,75.947736,18.986934,13.48935,50.0,1914.8,478.7,,0.4787
GMT,Fear,45,3,1,72.01779099999999,1.6003953555555552,0.323973,51.11111111111111,9662.57,214.72377777777777,,3.334485
GALA,Greed,18,1,1,70.341155,3.9078419444444443,0.0,33.33333333333333,13787.81,765.9894444444444,,4.825717
@53,Greed,3,2,1,67.86470700000001,22.621569000000004,32.544379,66.66666666666666,69.77000000000001,23.25666666666667,,0.022143
@35,Neutral,4,2,1,67.028127,16.75703175,7.6705445,50.0,68.30000000000001,17.075000000000003,,0.022919
GMX,Neutral,57,1,1,61.855318,1.0851810175438596,0.0,45.614035087719294,31000.71,543.8721052631579,,9.115053
GAS,Extreme Greed,2,1,1,60.6139,30.30695,30.30695,50.0,739.53,369.765,,0.184881
IMX,Greed,37,1,1,56.5469,1.5282945945945947,0.248921,56.75675675675676,3050.36,82.44216216216216,,1.067603
MOODENG,Fear,10,1,1,53.369283,5.3369283,0.31916,50.0,1278.11,127.81099999999999,,0.447336
BLUR,Fear,14,1,1,53.276787,3.8054847857142855,0.0,42.857142857142854,3053.16,218.08285714285714,,1.068598
FTM,Greed,21,1,1,51.859231,2.4694871904761904,0.0,38.095238095238095,16436.54,782.692380952381,,5.223033
MYRO,Extreme Greed,13,1,1,51.19653,3.9381946153846155,4.4288,92.3076923076923,46780.82,3598.5246153846156,,-0.935611
@138,Fear,4,2,1,50.950684,12.737671,9.765152,100.0,109.53999999999999,27.384999999999998,,0.036803
@47,Neutral,4,2,1,50.313458,12.5783645,10.4351685,50.0,51.14,12.785,,0.017169
BADGER,Fear,76,1,1,50.00375,0.6579440789473684,0.0,25.0,17938.06,236.02710526315792,,5.067268
UNI,Extreme Greed,2,1,1,45.71704,22.85852,22.85852,50.0,4046.7799999999997,2023.3899999999999,,1.011695
SAND,Greed,11,1,1,43.786454000000006,3.980586727272728,0.0,36.36363636363637,6453.52,586.6836363636364,,2.048497
ARB,Extreme Greed,13,1,1,40.527412,3.1174932307692305,0.0,30.76923076923077,100060.73999999999,7696.98,,25.015176
RNDR,Neutral,39,1,1,38.849956,0.996152717948718,0.239,56.41025641025641,17540.44,449.75487179487175,,5.086917
@103,Greed,6,3,1,38.558036,6.426339333333334,7.231177000000001,66.66666666666666,40.0,6.666666666666667,,0.013415999999999999
@41,Neutral,3,2,1,36.73844,12.246146666666666,0.0,33.33333333333333,37.29,12.43,,0.003574
SUPER,Fear,10,1,1,35.197902,3.5197902,0.0,40.0,1293.37,129.337,,0.45267399999999997
NEIROETH,Fear,2,1,1,34.161578,17.080789,17.080789,50.0,409.70000000000005,204.85000000000002,,0.143393
@38,Neutral,2,1,1,33.271993,16.6359965,16.6359965,50.0,33.4,16.7,,0.011208
@31,Greed,2,1,1,33.212273,16.6061365,16.6061365,50.0,33.61,16.805,,0.011291
GMT,Greed,33,1,1,31.808706,0.9639001818181818,0.0,36.36363636363637,46063.49,1395.8633333333332,,16.122204
WIF,Neutral,19,1,1,29.251901,1.5395737368421052,0.0,31.57894736842105,11350.82,597.4115789473684,,3.141559
SUSHI,Fear,13,1,1,29.187044,2.2451572307692307,0.0,46.15384615384615,2190.02,168.46307692307693,,0.766505
TURBO,Neutral,9,1,1,29.025653,3.2250725555555553,0.0,33.33333333333333,3800.09,422.2322222222222,,1.330028
@100,Greed,4,2,1,27.627142,6.9067855,3.2514945,50.0,42.67,10.6675,,0.0448066
@109,Greed,2,2,1,27.567619,13.7838095,13.7838095,50.0,37.7,18.85,,0.347736
IMX,Fear,7,1,1,26.97839,3.8540557142857144,0.0,42.857142857142854,1304.14,186.3057142857143,,0.456449
ARK,Extreme Greed,5,1,1,26.13828,5.2276560000000005,5.72344,80.0,526.71,105.34200000000001,,0.13167600000000002
BRETT,Fear,10,1,1,24.083668,2.4083668,0.0,30.0,1806.93,180.693,,0.6324179999999999
MEW,Fear,4,1,1,21.696792000000002,5.4241980000000005,2.199476,50.0,866.28,216.57,,0.303192
MEME,Fear,6,1,1,20.803526,3.4672543333333334,0.917241,50.0,1366.8,227.79999999999998,,0.47837799999999997
APE,Neutral,37,1,1,20.49431,0.5539002702702702,0.0,27.027027027027028,22035.17,595.5451351351351,,7.5768699999999995
ALGO,Fear,5,1,1,18.611919999999998,3.7223839999999995,3.95538,60.0,869.0899999999999,173.81799999999998,,0.30418
DYM,Fear,6,1,1,18.541293,3.0902155,0.183222,50.0,868.94,144.82333333333335,,0.304124
POPCAT,Greed,4,2,1,18.3943,4.598575,0.0,25.0,1458.85,364.7125,,0.510597
YGG,Greed,4,1,1,17.577084,4.394271,2.499735,50.0,2203.11,550.7775,,0.771083
ILV,Fear,9,1,1,17.13201,1.9035566666666668,0.0,22.22222222222222,1313.43,145.93666666666667,,0.45969
FET,Greed,2,1,1,17.0533,8.52665,8.52665,50.0,981.4300000000001,490.71500000000003,,0.343497
ZEN,Greed,13,1,1,17.009293,1.308407153846154,0.422576,61.53846153846154,5974.67,459.59000000000003,,2.007479
@113,Greed,4,2,1,16.92622,4.231555,0.7152565,50.0,42.28,10.57,,1.451161
@40,Neutral,2,1,1,16.748319,8.3741595,8.3741595,50.0,17.58,8.79,,0.005904
BLAST,Fear,8,2,1,16.296086000000003,2.0370107500000003,0.5326515,50.0,1550.15,193.76875,,0.542548
@93,Greed,1,1,1,15.954796,15.954796,15.954796,100.0,16.33,16.33,,0.004899
@36,Greed,2,1,1,15.663073,7.8315365,7.8315365,50.0,16.09,8.045,,0.005407
NEAR,Greed,11,1,1,15.643231,1.4221119090909091,0.0,45.45454545454545,763.3,69.39090909090909,,0.26715
BNB,Greed,34,2,1,14.687721999999997,0.4319918235294117,0.0,41.17647058823529,223407.79,6570.817352941177,,78.16481300000001
BNB,Neutral,6,1,1,14.42765,2.4046083333333335,0.0,33.33333333333333,6645.67,1107.6116666666667,,2.325981
@33,Greed,3,1,1,13.566929,4.522309666666667,0.212241,66.66666666666666,15.14,5.046666666666667,,0.005082
USTC,Fear,46,1,1,13.354154999999999,0.29030771739130434,0.0,43.47826086956522,8662.5,188.31521739130434,,3.031841
LDO,Neutral,7,1,1,12.700209,1.8143155714285712,0.0,28.57142857142857,3649.07,521.2957142857143,,1.277171
STRK,Fear,5,1,1,12.392563,2.4785126,0.66555,60.0,931.2,186.24,,0.325919
NEAR,Fear,6,1,1,12.257292,2.042882,0.0882,50.0,983.86,163.97666666666666,,0.344344
BOME,Fear,8,1,1,12.248102000000001,1.5310127500000001,0.0,25.0,1319.38,164.9225,,0.461778
@39,Neutral,2,1,1,12.238556,6.119278,6.119278,50.0,12.57,6.285,,0.004224
MEW,Greed,8,1,1,10.765288,1.345661,1.591392,62.5,439.03000000000003,54.878750000000004,,0.15365499999999999
@37,Fear,2,1,1,10.17704,5.08852,5.08852,50.0,45.94,22.97,,1.04745
UNI,Greed,5,1,1,8.084583,1.6169166000000001,0.0,40.0,2987.99,597.598,,1.0039639999999999
W,Greed,4,1,1,6.375082,1.5937705,1.556405,50.0,2992.7999999999997,748.1999999999999,,1.005576
KNEIRO,Fear,5,1,1,5.319437000000001,1.0638874,0.0,40.0,882.27,176.454,,0.308792
ZETA,Fear,6,2,1,5.307841,0.8846401666666667,0.0,33.33333333333333,482.17999999999995,80.36333333333333,,0.168147
RSR,Greed,6,1,1,5.303512,0.8839186666666666,0.339472,50.0,354.61,59.10166666666667,,0.124111
REQ,Fear,19,1,1,4.947336,0.2603861052631579,0.077562,68.42105263157895,2277.65,119.8763157894737,,0.511849
NEAR,Neutral,2,1,1,4.7394,2.3697,2.3697,50.0,90.44,45.22,,0.018965
@20,Neutral,39,1,1,4.738087999999999,0.12148943589743588,0.0,5.128205128205128,1087.94,27.89589743589744,,814.484598
@117,Greed,3,2,1,4.631689,1.5438963333333333,0.0,33.33333333333333,14.77,4.923333333333333,,0.05505500000000001
LISTA,Fear,2,1,1,4.46974,2.23487,2.23487,50.0,1994.73,997.365,,0.6702250000000001
KFLOKI,Fear,2,1,1,4.08395,2.041975,2.041975,50.0,439.8,219.9,,0.15392699999999998
MEME,Neutral,2,1,1,2.584983,1.2924915,1.2924915,50.0,397.15,198.575,,0.089681
MYRO,Fear,2,1,1,2.28114,1.14057,1.14057,50.0,441.52,220.76,,0.154533
YGG,Neutral,4,1,1,1.986852,0.496713,0.0,25.0,996.62,249.155,,0.34881799999999996
HPOS,Fear,4,1,1,1.7418200000000001,0.43545500000000004,0.25636,50.0,437.63,109.4075,,0.15317
DYDX,Neutral,5,1,1,1.644956,0.32899120000000004,0.0,40.0,441.74,88.348,,0.15460400000000002
JTO,Neutral,2,1,1,1.5568,0.7784,0.7784,50.0,213.66,106.83,,0.074779
@116,Greed,2,2,1,1.473232,0.736616,0.736616,50.0,11.59,5.795,,5.783927
@114,Greed,1,1,1,1.309077,1.309077,1.309077,100.0,1.32,1.32,,0.000396
@1,Fear,9,2,1,1.078679000000001,0.11985322222222233,0.0,22.22222222222222,594.77,66.08555555555556,,0.15392045999999998
ARK,Fear,31,3,1,1.051008000000003,0.03390348387096784,0.0,45.16129032258064,9584.949999999999,309.1919354838709,,2.770912
@3,Neutral,23,1,1,0.462514,0.020109304347826085,0.0,8.695652173913043,575.81,25.035217391304347,,4.421376
GMT,Neutral,2,1,1,0.2668,0.1334,0.1334,50.0,221.39,110.695,,0.077485
@116,Fear,3,2,1,0.249717,0.083239,0.0,33.33333333333333,0.26,0.08666666666666667,,8.6e-05
ATOM,Fear,2,1,1,0.15312,0.07656,0.07656,50.0,443.76,221.88,,0.155316
MAV,Extreme Greed,2,1,1,0.0189,0.00945,0.00945,50.0,21.049999999999997,10.524999999999999,,0.007071
SEI,Extreme Greed,4,1,1,0.00345,0.0008625,0.0,25.0,49.34,12.335,,0.011838999999999999
@103,Fear,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@24,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@28,Greed,1,1,1,0.0,0.0,0.0,0.0,0.96,0.96,,0.0
@32,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.01,0.01,,0.0
@33,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.04,0.04,,0.0
PURR/USDC,Extreme Greed,163,4,1,0.0,0.0,0.0,0.0,132939.78,815.581472392638,,264.611729
PURR/USDC,Neutral,67,4,1,0.0,0.0,0.0,0.0,105454.44,1573.9468656716417,,83.6513
@48,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.68,0.68,,0.0
@28,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.78,0.78,,0.0
@30,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.69,0.69,,0.0
@23,Fear,34,1,1,0.0,0.0,0.0,0.0,5218.84,153.49529411764706,,1.10649763
@18,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.46,0.46,,0.0
@2,Neutral,3,3,1,0.0,0.0,0.0,0.0,0.05,0.016666666666666666,,0.0
@19,Neutral,2,2,1,0.0,0.0,0.0,0.0,0.81,0.405,,0.0
@17,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
STX,Fear,53,1,1,0.0,0.0,0.0,0.0,43803.99,826.4903773584905,,4.380375
@31,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@25,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.65,0.65,,0.0
@21,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.94,0.94,,0.0
@4,Fear,11,1,1,0.0,0.0,0.0,0.0,4980.2699999999995,452.7518181818181,,0.24769
@61,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.62,0.62,,0.0
@123,Greed,163,1,1,0.0,0.0,0.0,0.0,400024.33,2454.136993865031,,4.20183797
@14,Greed,1,1,1,0.0,0.0,0.0,0.0,0.84,0.84,,0.0
@15,Neutral,2,2,1,0.0,0.0,0.0,0.0,1.11,0.555,,0.0
@14,Neutral,16,1,1,0.0,0.0,0.0,0.0,848.44,53.0275,,343.66645
@86,Greed,1,1,1,0.0,0.0,0.0,0.0,10.17,10.17,,0.00020994
@93,Fear,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@7,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.03,0.03,,0.0
@68,Greed,1,1,1,0.0,0.0,0.0,0.0,10.09,10.09,,0.00314588
@6,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.03,0.03,,0.0
@53,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@113,Fear,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@114,Fear,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@12,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.01,0.01,,0.0
@117,Fear,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@59,Greed,11,1,1,0.0,0.0,0.0,0.0,4753.64,432.14909090909094,,0.14345639
@78,Fear,15,1,1,0.0,0.0,0.0,0.0,6550.37,436.6913333333333,,0.48189234
@112,Fear,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@12,Greed,2,1,1,0.0,0.0,0.0,0.0,8.9,4.45,,0.002989
@11,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.61,0.61,,0.0
@44,Neutral,3,3,1,0.0,0.0,0.0,0.0,0.77,0.25666666666666665,,0.0
@38,Greed,1,1,1,0.0,0.0,0.0,0.0,0.73,0.73,,0.0
@46,Neutral,3,3,1,0.0,0.0,0.0,0.0,0.5700000000000001,0.19000000000000003,,0.0
@45,Greed,1,1,1,0.0,0.0,0.0,0.0,0.54,0.54,,0.0
@42,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.74,0.74,,0.0
@37,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@34,Neutral,2,2,1,0.0,0.0,0.0,0.0,0.81,0.405,,0.0
@36,Neutral,1,1,1,0.0,0.0,0.0,0.0,0.01,0.01,,0.0
@38,Fear,6,1,1,0.0,0.0,0.0,0.0,504.54,84.09,,23.85402
@41,Greed,2,2,1,0.0,0.0,0.0,0.0,0.95,0.475,,0.0
@24,Greed,2,1,1,-0.002936,-0.001468,-0.001468,0.0,2.71,1.355,,0.0009090000000000001
CANTO,Extreme Greed,2,1,1,-0.042,-0.021,-0.021,0.0,20.27,10.135,,0.004862
@16,Neutral,4,2,1,-0.060429,-0.01510725,0.0,0.0,35.9,8.975,,0.012048999999999999
@10,Neutral,4,2,1,-0.063484,-0.015871,0.0,0.0,37.31,9.3275,,0.012517
@29,Neutral,6,2,1,-0.078374,-0.013062333333333334,-0.0055505,0.0,23.73,3.955,,0.007962
@13,Neutral,3,1,1,-0.12379,-0.04126333333333333,0.0,0.0,52.86000000000001,17.62,,0.017757000000000002
TON,Greed,22,1,1,-0.15074600000000027,-0.006852090909090921,-0.074497,18.181818181818183,33188.24,1508.5563636363636,,11.615881
ALGO,Greed,2,1,1,-0.2484,-0.1242,-0.1242,0.0,2998.5200000000004,1499.2600000000002,,1.007501
@26,Neutral,10,2,1,-0.25801799999999997,-0.025801799999999996,-0.0234365,0.0,24.62,2.462,,0.008246
@8,Greed,59,2,1,-0.58755,-0.009958474576271187,0.0,0.0,9648.400000000001,163.53220338983053,,157.238187
@2,Greed,2,1,1,-0.907946,-0.453973,-0.453973,0.0,999.8299999999999,499.91499999999996,,131.04356700000002
BIGTIME,Fear,6,1,1,-1.1952,-0.19920000000000002,0.0,0.0,445.0,74.16666666666667,,0.155744
TON,Neutral,2,1,1,-1.40304,-0.70152,-0.70152,0.0,22.53,11.265,,0.007569
IOTA,Fear,7,1,1,-2.454844,-0.350692,0.0,0.0,12495.93,1785.1328571428571,,4.373569
